displayName,appID,createdDateTime,identifierUris
"Azure Traffic Manager and DNS-Ext","cfd7303b-9249-495d-80db-f1e62d0997eb","2026-08-30T20:04:46.605Z","api://Azure Traffic Manager and DNS-Ext-cfd7303b"
"FeatureStoreName-Ext","eb482665-b379-40b9-9ae8-d2411264fe53","2026-08-30T20:04:46.637Z","api://FeatureStoreName-Ext-eb482665"
"SubscriptionRP-Ext","14103d11-7a02-4968-8795-9335ba9db800","2026-08-30T20:04:46.661Z","api://SubscriptionRP-Ext-14103d11"
"PowerApps Service-Ext","835b720e-892f-4f0a-992f-7583e958438b","2026-08-30T20:04:46.711Z","api://PowerApps Service-Ext-835b720e"
"FRPGatewayProd-Ext","beed678d-275c-4242-9f38-f703fb146365","2026-08-30T20:04:46.788Z","api://FRPGatewayProd-Ext-beed678d"
"Office 365 Configure-Ext","eb23987f-c16a-40a0-819b-8414ce1e19e1","2026-08-30T20:04:46.822Z","api://Office 365 Configure-Ext-eb23987f"
"Azure AD Identity Governance - Entitlement Management-Ext","f2b07f95-3f5a-4eb5-8745-e053e1f13258","2026-08-30T20:04:46.844Z","api://Azure AD Identity Governance - Entitlement Management-Ext-f2b07f95"
"Quickbooks Online Accountant-Ext","ef9b3f01-94f0-4618-ab77-7d095f249d79","2026-08-30T20:04:46.867Z","api://Quickbooks Online Accountant-Ext-ef9b3f01"
"Substrate Instant Revocation Pipeline-Ext","4e8a82cb-8e3f-4459-9688-b32ca78d00d6","2026-08-30T20:04:47.000Z","api://Substrate Instant Revocation Pipeline-Ext-4e8a82cb"
"Project Fidalgo-Ext","b2745105-8be3-4e8b-a383-58ff0eac0bad","2026-08-30T20:04:47.018Z","api://Project Fidalgo-Ext-b2745105"
"ConfidentialLedgerDataPlane-Ext","633e7e57-8eff-4087-8e11-1dc3e4ea281b","2026-08-30T20:04:47.083Z","api://ConfidentialLedgerDataPlane-Ext-633e7e57"
"Azure Cosmos DB Virtual Network To Network Resource Provider-Ext","187faa05-bb23-4197-9124-2679a912afd5","2026-08-30T20:04:47.130Z","api://Azure Cosmos DB Virtual Network To Network Resource Provider-Ext-187faa05"
"OneProfile Service-Ext","b5aba732-0bae-41e4-877f-8a80c09b661b","2026-08-30T20:04:47.173Z","api://OneProfile Service-Ext-b5aba732"
"Marketplace Api-Ext","8b2147e7-4b08-464a-95c9-a1302386d260","2026-08-30T20:04:47.218Z","api://Marketplace Api-Ext-8b2147e7"
"Azure Data Warehouse Polybase-Ext","f3839797-ac7c-4b77-84b0-45032f8bd6d0","2026-08-30T20:04:47.268Z","api://Azure Data Warehouse Polybase-Ext-f3839797"
"My Apps-Ext","55e5cd65-4ab1-494b-b5f4-63edb409322c","2026-08-30T20:04:47.336Z","api://My Apps-Ext-55e5cd65"
"ib-azure-marketplace-LandingpageAppReg-Ext","dc277a15-8182-43f3-862b-fcffe049b86c","2026-08-30T20:04:47.409Z","api://ib-azure-marketplace-LandingpageAppReg-Ext-dc277a15"
"OneProfile Service-Ext","05419304-6684-4951-a9c3-fa627bbcabed","2026-08-30T20:04:47.515Z","api://OneProfile Service-Ext-05419304"
"AFOI-NC-RP-PME-PROD-Ext","a903cf53-428c-4dcd-b7e8-7c755387b773","2026-08-30T20:04:47.548Z","api://AFOI-NC-RP-PME-PROD-Ext-a903cf53"
"Azure Smart Alerts-Ext","7e04d199-b2c1-4554-8f99-ea375e9f94b9","2026-08-30T20:04:47.606Z","api://Azure Smart Alerts-Ext-7e04d199"
"AD Hybrid Health-Ext","0ee92a86-0f5f-41f2-8976-9ef2c0dd352b","2026-08-30T20:04:47.665Z","api://AD Hybrid Health-Ext-0ee92a86"
"Azure Chaos Studio-Ext","908f3843-5cbe-4a28-bd5b-951bf1d0365a","2026-08-30T20:04:47.724Z","api://Azure Chaos Studio-Ext-908f3843"
"AzNet Security Guard-Ext","b79adb1e-e435-48ab-8b79-a9750f30c0ed","2026-08-30T20:04:47.764Z","api://AzNet Security Guard-Ext-b79adb1e"
"Azure SAP Workloads Management-Ext","0f152ab4-f52c-4aac-aa82-526cf96b7ab5","2026-08-30T20:04:47.815Z","api://Azure SAP Workloads Management-Ext-0f152ab4"
"Microsoft Azure Batch-Ext","a5a46814-0e95-4ec1-ae86-2914b9d40f36","2026-08-30T20:04:47.860Z","api://Microsoft Azure Batch-Ext-a5a46814"
"Azure Digital Twins Resource Provider-Ext","1d45bab4-496c-4547-9676-6e14b823a03b","2026-08-30T20:04:47.904Z","api://Azure Digital Twins Resource Provider-Ext-1d45bab4"
"Azure DevOps-Ext","c2ecf773-8f37-4eee-933b-e63e954ac0db","2026-08-30T20:04:48.057Z","api://Azure DevOps-Ext-c2ecf773"
"Microsoft Azure Policy Insights-Ext","47485561-ce79-40a3-b590-52b9ea9dde32","2026-08-30T20:04:48.133Z","api://Microsoft Azure Policy Insights-Ext-47485561"
"Microsoft Visual Studio Codespaces API - Dev-Ext","a2174973-7500-4afd-a049-a84b07a90b19","2026-08-30T20:04:48.195Z","api://Microsoft Visual Studio Codespaces API - Dev-Ext-a2174973"
"Azure Healthcare APIs-Ext","cd01af96-b660-4654-83be-f6287967df89","2026-08-30T20:04:48.258Z","api://Azure Healthcare APIs-Ext-cd01af96"
"Event Hub MSI App-Ext","56b1e459-e8e3-4019-a530-5685717a17b4","2026-08-30T20:04:48.299Z","api://Event Hub MSI App-Ext-56b1e459"
"Microsoft Monitoring Account Management-Ext","01d9afc6-e796-4f95-8913-fc51f1d6c0be","2026-08-30T20:04:48.314Z","api://Microsoft Monitoring Account Management-Ext-01d9afc6"
"Azure Arc Appliance Resource Provider-Ext","960b9f4a-d908-4572-981c-3dd7b0c7f9a5","2026-08-30T20:04:48.383Z","api://Azure Arc Appliance Resource Provider-Ext-960b9f4a"
"assets-Ext","7af53d00-8986-4571-9dd2-558f3a04f812","2026-08-30T20:04:48.426Z","api://assets-Ext-7af53d00"
"DevCenter GenevaHost Surrogate Public-Ext","4ace4895-9466-4f69-8f63-fa9814d00ea7","2026-08-30T20:04:48.457Z","api://DevCenter GenevaHost Surrogate Public-Ext-4ace4895"
"Azure Backup NRP Application-Ext","5bbf45b5-68a4-4991-a4d2-d277a5bf91a6","2026-08-30T20:04:48.472Z","api://Azure Backup NRP Application-Ext-5bbf45b5"
"IAMTenantCrawler-Ext","e7372f1a-3456-488c-bbd5-a7bea015e806","2026-08-30T20:04:48.537Z","api://IAMTenantCrawler-Ext-e7372f1a"
"Groupies Web Service-Ext","21f0a41c-ad23-474b-8b91-31cd772609fc","2026-08-30T20:04:48.581Z","api://Groupies Web Service-Ext-21f0a41c"
"Azure MFA StrongAuthenticationService-Ext","f3a2e088-3b85-4bb5-afef-1b0ad99daaa1","2026-08-30T20:04:48.604Z","api://Azure MFA StrongAuthenticationService-Ext-f3a2e088"
"Azure Virtual Desktop-Ext","630414f6-be7c-4f6a-8220-7e54406962ca","2026-08-30T20:04:48.658Z","api://Azure Virtual Desktop-Ext-630414f6"
"Configuration Manager Microservice-Ext","9907c9e1-4ea6-49c7-bf2d-b6a4893fc69a","2026-08-30T20:04:48.720Z","api://Configuration Manager Microservice-Ext-9907c9e1"
"Azure PHP Workloads Management-Ext","13b34100-e3b7-4b72-81af-5a9e3d712f42","2026-08-30T20:04:48.793Z","api://Azure PHP Workloads Management-Ext-13b34100"
"Azure DNS Managed Resolver-Ext","57270fa8-f62f-45b5-b05b-947d318fb5be","2026-08-30T20:04:48.911Z","api://Azure DNS Managed Resolver-Ext-57270fa8"
"Billing RP-Ext","2f2f71e9-5779-4492-9996-bd3c05502c80","2026-08-30T20:04:48.956Z","api://Billing RP-Ext-2f2f71e9"
"StorageDataScanner-Ext","92d59258-5d9d-4c26-9eae-d6726520d1e2","2026-08-30T20:04:49.008Z","api://StorageDataScanner-Ext-92d59258"
"Arc Public Cloud - Networking-Ext","4b49c873-202f-4c0d-9c00-fcfc85bade4f","2026-08-30T20:04:49.036Z","api://Arc Public Cloud - Networking-Ext-4b49c873"
"Liftr-DT-FPA-WW1-AME-Ext","908db3a5-2033-40eb-b12c-2c8f933545d9","2026-08-30T20:04:49.079Z","api://Liftr-DT-FPA-WW1-AME-Ext-908db3a5"
"Microsoft Policy Insights Provider Data Plane-Ext","154c5d22-0b24-46a0-84d2-fe03ea855805","2026-08-30T20:04:49.102Z","api://Microsoft Policy Insights Provider Data Plane-Ext-154c5d22"
"Liftr-SW-FPA-WW1-AME-Ext","728232e5-5343-4d4a-9c34-92d19914af2e","2026-08-30T20:04:49.156Z","api://Liftr-SW-FPA-WW1-AME-Ext-728232e5"
"ConfidentialLedger-Ext","b0ede240-5827-4f42-a1dd-03526dc24cd5","2026-08-30T20:04:49.232Z","api://ConfidentialLedger-Ext-b0ede240"
"Compute Usage Provider-Ext","c667af1a-32ae-4e4d-afb6-32d2eaa097e8","2026-08-30T20:04:49.276Z","api://Compute Usage Provider-Ext-c667af1a"
"Azure Container Scale Sets-Ext","3ff5581c-3a40-46d4-ae0a-1fa649d94684","2026-08-30T20:04:49.339Z","api://Azure Container Scale Sets-Ext-3ff5581c"
"Azure Monitor Restricted-Ext","e3c47ae1-d93c-463a-a304-ef695a5aa851","2026-08-30T20:04:49.370Z","api://Azure Monitor Restricted-Ext-e3c47ae1"
"Request Approvals Read Platform-Ext","b7ca595d-3ca5-4dc0-a8a3-8a435a21ea55","2026-08-30T20:04:49.454Z","api://Request Approvals Read Platform-Ext-b7ca595d"
"Bing-Ext","521fb616-7d35-4772-a4cf-446723ba38a0","2026-08-30T20:04:49.551Z","api://Bing-Ext-521fb616"
"Application Insights API-Ext","b65eeedc-3fbb-4ec3-b78e-e6ab41ac89d0","2026-08-30T20:04:49.566Z","api://Application Insights API-Ext-b65eeedc"
"Microsoft Azure Batch-Ext","bb060719-6c9e-4383-871a-edc0e6c8fd44","2026-08-30T20:04:49.599Z","api://Microsoft Azure Batch-Ext-bb060719"
"Azure Data Warehouse Polybase-Ext","917e6a6c-07c9-4eed-ada1-d18d8e759331","2026-08-30T20:04:49.627Z","api://Azure Data Warehouse Polybase-Ext-917e6a6c"
"businessaccess-Ext","2ea80e4a-27b0-4c33-b549-f88b85869a28","2026-08-30T20:04:49.681Z","api://businessaccess-Ext-2ea80e4a"
"Application Assessment-Ext","b1b4e0a5-10c1-452d-a59f-a93bfd1dec3b","2026-08-30T20:04:49.707Z","api://Application Assessment-Ext-b1b4e0a5"
"aad-extensions-app. Do not modify. Used by AAD for storing user data.-Ext","bbecb1e9-81b0-4863-8e85-3ecccec6a1eb","2026-08-30T20:04:49.814Z","api://aad-extensions-app. Do not modify. Used by AAD for storing user data.-Ext-bbecb1e9"
"SAP Analytics Cloud-Ext","35cc3a1a-1f0e-4c55-8d9a-b7b7b704a992","2026-08-30T20:04:49.834Z","api://SAP Analytics Cloud-Ext-35cc3a1a"
"Microsoft Remote Desktop-Ext","fb5c077b-e590-4be3-9770-d001caf4916d","2026-08-30T20:04:49.889Z","api://Microsoft Remote Desktop-Ext-fb5c077b"
"gongo-Ext","9f77d4ab-e056-422d-99e2-ad882cc915d5","2026-08-30T20:04:49.903Z","api://gongo-Ext-9f77d4ab"
"ADP-Ext","c4ba3648-bb72-4274-93a8-c81004986316","2026-08-30T20:04:49.940Z","api://ADP-Ext-c4ba3648"
"Citibankdemobusiness.com-Ext","d81d6e92-b08f-4d0b-b313-79e931441bcc","2026-08-30T20:04:49.982Z","api://Citibankdemobusiness.com-Ext-d81d6e92"
"Azure Spring Cloud Marketplace Integration-Ext","effc466d-fe3a-47c6-9d50-158ea2b7f591","2026-08-30T20:04:50.014Z","api://Azure Spring Cloud Marketplace Integration-Ext-effc466d"
"DevCenter GenevaHost Surrogate Public-Ext","33ad1838-52a8-4970-bef4-5d0c26657100","2026-08-30T20:04:50.148Z","api://DevCenter GenevaHost Surrogate Public-Ext-33ad1838"
"Azure Import Export-Ext","29ac0c18-6124-4d0b-8588-f67070f6d601","2026-08-30T20:04:50.222Z","api://Azure Import Export-Ext-29ac0c18"
"NFV Resource Provider-Ext","392df167-5018-4bb5-8716-0de93cf78de5","2026-08-30T20:04:50.247Z","api://NFV Resource Provider-Ext-392df167"
"Common Job Provider-Ext","983b4951-c1ba-497c-9c2f-dd44efa67ac9","2026-08-30T20:04:50.315Z","api://Common Job Provider-Ext-983b4951"
"Microsoft Intune SCCM Connector-Ext","bb095663-0fa4-406d-8725-06796081b24f","2026-08-30T20:04:50.372Z","api://Microsoft Intune SCCM Connector-Ext-bb095663"
"Microsoft.NotificationHubs-Ext","dace2a3d-4971-48a7-a4a6-2b1ef9e824fb","2026-08-30T20:04:50.498Z","api://Microsoft.NotificationHubs-Ext-dace2a3d"
"Microsoft Azure Synapse Gateway-Ext","b31475bb-1aa1-433f-81ae-e2306374fd15","2026-08-30T20:04:50.564Z","api://Microsoft Azure Synapse Gateway-Ext-b31475bb"
"Azure Portal-Ext","59f0299f-fc5f-40d2-9f86-385aede12e0a","2026-08-30T20:04:50.631Z","api://Azure Portal-Ext-59f0299f"
"Configuration Manager Microservice-Ext","4eb843eb-0d92-44a7-ac31-5c6ec464ccb9","2026-08-30T20:04:50.654Z","api://Configuration Manager Microservice-Ext-4eb843eb"
"Microsoft Intune-Ext","c32226ba-86a6-47a8-a64c-45c90f47a204","2026-08-30T20:04:50.674Z","api://Microsoft Intune-Ext-c32226ba"
"Verifiable Credentials Service-Ext","208fc2b8-f2e3-489e-a65e-54b24705769b","2026-08-30T20:04:50.716Z","api://Verifiable Credentials Service-Ext-208fc2b8"
"Azure HPC Workbench-Ext","6efe60de-9001-4447-b3f6-063e91c8da47","2026-08-30T20:04:50.806Z","api://Azure HPC Workbench-Ext-6efe60de"
"Azure Machine Learning OpenAI-Ext","a434e97f-b77d-4d5f-b417-fda3f850e007","2026-08-30T20:04:50.853Z","api://Azure Machine Learning OpenAI-Ext-a434e97f"
"Microsoft Azure App Service-Ext","b0826385-e5e1-421c-bb82-daffff46c75e","2026-08-30T20:04:50.879Z","api://Microsoft Azure App Service-Ext-b0826385"
"ECP Billing Service-Ext","f2c3a822-b618-4ebe-b6ec-f463c2e89b52","2026-08-30T20:04:50.919Z","api://ECP Billing Service-Ext-f2c3a822"
"Quantumiot-Ext","33d5e540-de11-4ccd-81e9-2144132298e5","2026-08-30T20:04:50.993Z","api://Quantumiot-Ext-33d5e540"
"ClassicToARMIaaSMigration-Ext","0de4e41a-39c5-4347-8636-aab8f0a469b9","2026-08-30T20:04:51.032Z","api://ClassicToARMIaaSMigration-Ext-0de4e41a"
"Azure Machine Learning Services Asset Notification-Ext","02e243f4-8fda-4b6d-9904-17189da9f875","2026-08-30T20:04:51.050Z","api://Azure Machine Learning Services Asset Notification-Ext-02e243f4"
"Microsoft.Azure.CertificateRegistration-Ext","9fc2b4dc-a7f1-48b9-a0f2-501e26f2c179","2026-08-30T20:04:51.078Z","api://Microsoft.Azure.CertificateRegistration-Ext-9fc2b4dc"
"Meru19 MySQL First Party App-Ext","4c752f46-f36c-4748-bea2-b5d78bba2985","2026-08-30T20:04:51.094Z","api://Meru19 MySQL First Party App-Ext-4c752f46"
"Office 365 Import Service-Ext","3b4239d1-eb61-47a8-bb89-2dfcfbaaebc0","2026-08-30T20:04:51.129Z","api://Office 365 Import Service-Ext-3b4239d1"
"void-Ext","506a83e4-ef4c-4e49-ab62-33e30dd8002b","2026-08-30T20:04:51.172Z","api://void-Ext-506a83e4"
"Microsoft Visual Studio Services API-Ext","e66a17c6-42ed-4c11-9f86-adc49b2717cd","2026-08-30T20:04:51.230Z","api://Microsoft Visual Studio Services API-Ext-e66a17c6"
"M365 Pillar Diagnostics Service-Ext","24d7a246-b99c-4865-84dc-d77915c040f3","2026-08-30T20:04:51.320Z","api://M365 Pillar Diagnostics Service-Ext-24d7a246"
"Metrics Monitor API-Ext","c6be647f-8862-4b9a-962f-d3738d33cd3a","2026-08-30T20:04:51.336Z","api://Metrics Monitor API-Ext-c6be647f"
"Liftr-DT-FPA-ARM-AME-Ext","aed370a3-a04e-45e7-9a0e-154f2ea86311","2026-08-30T20:04:51.389Z","api://Liftr-DT-FPA-ARM-AME-Ext-aed370a3"
"Microsoft_Azure_Support-Ext","6954d9a4-95f7-412e-aee9-e48e10017f3e","2026-08-30T20:04:51.435Z","api://Microsoft_Azure_Support-Ext-6954d9a4"
"Quickbooks Other Intuit Services TurboTax-Ext","0c73e55d-f69a-44f5-bf2a-762ac77edc7d","2026-08-30T20:04:51.453Z","api://Quickbooks Other Intuit Services TurboTax-Ext-0c73e55d"
"Signup-Ext","d8011b34-5232-4534-83e1-da395be23a0c","2026-08-30T20:04:51.469Z","api://Signup-Ext-d8011b34"
"My Staff-Ext","bda71188-5462-446e-a998-3a16b75a4bea","2026-08-30T20:04:51.566Z","api://My Staff-Ext-bda71188"
"AzureContainerService-Ext","e808a406-c4b7-482a-8fdf-537874b7abbc","2026-08-30T20:04:51.591Z","api://AzureContainerService-Ext-e808a406"
"Azure OSSRDBMS MySQL Flexible Server BYOK-Ext","fb0f13aa-bf0c-4ff4-a26e-5ccb3a58390d","2026-08-30T20:04:51.645Z","api://Azure OSSRDBMS MySQL Flexible Server BYOK-Ext-fb0f13aa"
"AAD App Management-Ext","f5fe7c65-c172-4300-9171-78b5c4441539","2026-08-30T20:04:51.697Z","api://AAD App Management-Ext-f5fe7c65"
"Azure SQL Database Backup To Azure Backup Vault-Ext","52353e06-2070-47b4-8807-20b89413cf1d","2026-08-30T20:04:51.799Z","api://Azure SQL Database Backup To Azure Backup Vault-Ext-52353e06"
"Microsoft Azure AD Identity Protection-Ext","cd746807-777d-427e-9dcc-5872db0a0983","2026-08-30T20:04:51.874Z","api://Microsoft Azure AD Identity Protection-Ext-cd746807"
"Microsoft Azure-Ext","baccf4b6-cc12-4851-84ae-c67708d5e3a2","2026-08-30T20:04:51.915Z","api://Microsoft Azure-Ext-baccf4b6"
"Microsoft Azure Log Search Alerts-Ext","4859b38d-e47b-4e1a-aa01-29cd5f83be4b","2026-08-30T20:04:51.934Z","api://Microsoft Azure Log Search Alerts-Ext-4859b38d"
"SubscriptionRP-Ext","54c4157a-59a2-4388-8df5-ce05d79ea232","2026-08-30T20:04:51.970Z","api://SubscriptionRP-Ext-54c4157a"
"Cortana Runtime Service-Ext","24a7eec2-d441-4471-a047-4912b1a9669c","2026-08-30T20:04:52.002Z","api://Cortana Runtime Service-Ext-24a7eec2"
"Databricks Resource Provider-Ext","fd29ff00-2d90-462f-a242-6b2fb401bb8e","2026-08-30T20:04:52.067Z","api://Databricks Resource Provider-Ext-fd29ff00"
"Azure Virtual Desktop ARM Provider-Ext","f5608c6f-35e9-4b50-bad0-df9b9b136530","2026-08-30T20:04:52.093Z","api://Azure Virtual Desktop ARM Provider-Ext-f5608c6f"
"Azure Data Explorer-Ext","f7d7634b-b8b7-461d-81ea-b8a62acb000e","2026-08-30T20:04:52.126Z","api://Azure Data Explorer-Ext-f7d7634b"
"Microsoft Mobile Application Management-Ext","9fa9bd60-8690-412f-b95f-0307222cdf9b","2026-08-30T20:04:52.165Z","api://Microsoft Mobile Application Management-Ext-9fa9bd60"
"VMwareVMIdentityForHIS-Ext","a190ee52-9304-4b11-9047-6ef8b8c7b1ca","2026-08-30T20:04:52.219Z","api://VMwareVMIdentityForHIS-Ext-a190ee52"
"Dynamic Alerts-Ext","88b2ab4e-188c-4c2a-8280-ee7023dbe819","2026-08-30T20:04:52.276Z","api://Dynamic Alerts-Ext-88b2ab4e"
"OMSAuthorizationServicePROD-Ext","04b9fd67-5ed5-4071-9a25-c8763448a6af","2026-08-30T20:04:52.381Z","api://OMSAuthorizationServicePROD-Ext-04b9fd67"
"Microsoft.ExtensibleRealUserMonitoring-Ext","2e902b88-9966-4194-9088-eec60142aaae","2026-08-30T20:04:52.403Z","api://Microsoft.ExtensibleRealUserMonitoring-Ext-2e902b88"
"Liftr-IN-FPA-ARM-AME-Ext","d73b6b0d-a5b4-41f3-891a-ad060b4840c8","2026-08-30T20:04:52.518Z","api://Liftr-IN-FPA-ARM-AME-Ext-d73b6b0d"
"Azure Machine Learning Services Asset Notification-Ext","afd2428f-dd8a-4885-9b46-224fefccf234","2026-08-30T20:04:52.561Z","api://Azure Machine Learning Services Asset Notification-Ext-afd2428f"
"Azure Key Vault-Ext","c768689f-e91b-4bdf-b9a4-c22c8d40db80","2026-08-30T20:04:52.603Z","api://Azure Key Vault-Ext-c768689f"
"MDATPNetworkScanAgent-Ext","45d3aa21-3ef7-4c88-ae87-2aa86383cfe0","2026-08-30T20:04:52.626Z","api://MDATPNetworkScanAgent-Ext-45d3aa21"
"Office 365 Client Admin-Ext","7568e152-4fe6-48cb-b1ed-9f78d341143e","2026-08-30T20:04:52.653Z","api://Office 365 Client Admin-Ext-7568e152"
"NetworkTrafficAnalyticsService-Ext","03817d8c-edc9-4bbb-baf1-744dca08e5be","2026-08-30T20:04:52.685Z","api://NetworkTrafficAnalyticsService-Ext-03817d8c"
"Azure Spring Cloud Domain-Management-Ext","f3d9d87b-cc51-4de6-a686-7db37ff8d209","2026-08-30T20:04:52.719Z","api://Azure Spring Cloud Domain-Management-Ext-f3d9d87b"
"Azure Machine Learning Authorization App 2-Ext","52b5e780-7ae5-4949-ba1f-0bf42745b451","2026-08-30T20:04:52.754Z","api://Azure Machine Learning Authorization App 2-Ext-52b5e780"
"AzureBackupReporting-Ext","145e881c-5d51-4296-80fe-c43281b05100","2026-08-30T20:04:52.901Z","api://AzureBackupReporting-Ext-145e881c"
"azurequantum-Ext","bb98cd24-d52f-4666-9e03-2d0437aa6fbd","2026-08-30T20:04:52.967Z","api://azurequantum-Ext-bb98cd24"
"ACR-Tasks-Prod-Ext","3edf6782-b3ed-4e66-a098-6344b4bc1dd4","2026-08-30T20:04:53.045Z","api://ACR-Tasks-Prod-Ext-3edf6782"
"AzureUpdateCenter-Ext","257b2020-ab08-43ce-b1ca-b31a82757f90","2026-08-30T20:04:53.166Z","api://AzureUpdateCenter-Ext-257b2020"
"AzureAutomation-Ext","cc39809c-ad20-47be-b75c-13558be3aac5","2026-08-30T20:04:53.182Z","api://AzureAutomation-Ext-cc39809c"
"Azure Machine Learning Authorization App 1-Ext","b2496cdf-7e7b-4b59-ac91-1611851247bf","2026-08-30T20:04:53.246Z","api://Azure Machine Learning Authorization App 1-Ext-b2496cdf"
"Azure Marketplace Container Management API-Ext","9fa2c3aa-0dd3-4d8f-8224-fda716a5f4f7","2026-08-30T20:04:53.291Z","api://Azure Marketplace Container Management API-Ext-9fa2c3aa"
"Hybrid RP Application-Ext","764244a0-f5d4-4351-a82b-cfe6f20e518c","2026-08-30T20:04:53.332Z","api://Hybrid RP Application-Ext-764244a0"
"Microsoft Visual Studio Services API-Ext","45323515-1c33-45cd-bbb6-09c9bb6cfd41","2026-08-30T20:04:53.352Z","api://Microsoft Visual Studio Services API-Ext-45323515"
"Office Online Unused API-Ext","c5703003-fff8-4b4b-a035-716a46aba36f","2026-08-30T20:04:53.388Z","api://Office Online Unused API-Ext-c5703003"
"Partner Accounts Graph-Ext","c6e889a1-bf85-451e-bfad-434470ad6f21","2026-08-30T20:04:53.437Z","api://Partner Accounts Graph-Ext-c6e889a1"
"Microsoft.SMIT-Ext","99a59c25-3991-4018-947d-659c97596e2e","2026-08-30T20:04:53.500Z","api://Microsoft.SMIT-Ext-99a59c25"
"Hyper-V Recovery Manager-Ext","7852e247-ac5e-40ba-a1d0-be36632d858c","2026-08-30T20:04:53.555Z","api://Hyper-V Recovery Manager-Ext-7852e247"
"Azure Digital Twins Authorization PDP-Ext","68a9464d-f6a3-402f-835b-b966a6753e84","2026-08-30T20:04:53.603Z","api://Azure Digital Twins Authorization PDP-Ext-68a9464d"
"Liftr Elastic Whale Worker-Ext","538db663-65e7-4d60-b37d-a75e0dafe96d","2026-08-30T20:04:53.670Z","api://Liftr Elastic Whale Worker-Ext-538db663"
"Microsoft Approval Management-Ext","88b85fa7-3a74-4d31-887c-eaf009f473dd","2026-08-30T20:04:53.726Z","api://Microsoft Approval Management-Ext-88b85fa7"
"Microsoft.HybridCompute Agent Service-Ext","02a00917-a767-4cf0-be16-2ad1fe888555","2026-08-30T20:04:53.770Z","api://Microsoft.HybridCompute Agent Service-Ext-02a00917"
"Azuresicks-Ext","72876b78-1d1b-45fe-8187-1acfc2f3759e","2026-08-30T20:04:53.900Z","api://Azuresicks-Ext-72876b78"
"Azure Key Vault Managed HSM Key Governance Service-Ext","100f2d08-f3e3-43a1-938a-df604de2731c","2026-08-30T20:04:54.032Z","api://Azure Key Vault Managed HSM Key Governance Service-Ext-100f2d08"
"Network Watcher-Ext","cabc4731-d32c-4206-993f-2b7ac45cd26d","2026-08-30T20:04:54.138Z","api://Network Watcher-Ext-cabc4731"
"AAD Terms Of Use-Ext","d11f0e46-adc5-4a15-80d6-a42dee663437","2026-08-30T20:04:54.159Z","api://AAD Terms Of Use-Ext-d11f0e46"
"Azure Management Groups-Ext","413a578e-3705-4ada-81ca-280b312ae731","2026-08-30T20:04:54.208Z","api://Azure Management Groups-Ext-413a578e"
"ConnectionsService-Ext","0a13363c-b1c3-428d-8a1e-4a145b755cbe","2026-08-30T20:04:54.258Z","api://ConnectionsService-Ext-0a13363c"
"Marketplace Api-Ext","ad70c9c4-9c55-4048-a774-a874c249f89d","2026-08-30T20:04:54.284Z","api://Marketplace Api-Ext-ad70c9c4"
"Microsoft events-Ext","967177d8-887d-469b-b582-6bf8da07219a","2026-08-30T20:04:54.311Z","api://Microsoft events-Ext-967177d8"
"Phznk-Ext","c796a79b-4173-42d2-90b5-2cef6a95e886","2026-08-30T20:04:54.322Z","api://Phznk-Ext-c796a79b"
"G-Ext","7cb12f25-a063-4b0d-b27e-3e9236fde63f","2026-08-30T20:04:54.380Z","api://G-Ext-7cb12f25"
"AzureBackup_Fabric_Service-Ext","eb142d01-688e-4f02-b25e-451abb6e19ba","2026-08-30T20:04:54.483Z","api://AzureBackup_Fabric_Service-Ext-eb142d01"
"Azure Cost Management Scheduled Actions-Ext","fd1f8ada-b667-4e6a-9625-b30e7aa6c0fb","2026-08-30T20:04:54.529Z","api://Azure Cost Management Scheduled Actions-Ext-fd1f8ada"
"Microsoft Azure Authorization Private Link Provider-Ext","3909364d-b9f0-4813-8547-57db57053b41","2026-08-30T20:04:54.639Z","api://Microsoft Azure Authorization Private Link Provider-Ext-3909364d"
"Azure Service Deploy-Ext","aa2b8e70-d655-4f87-8eca-43c1fedbb722","2026-08-30T20:04:54.706Z","api://Azure Service Deploy-Ext-aa2b8e70"
"DWEngineV2-Ext","7a7dbfe9-5e0f-472c-b1ac-93e9131cdff4","2026-08-30T20:04:54.769Z","api://DWEngineV2-Ext-7a7dbfe9"
"AAD Request Verification Service - PROD-Ext","a552a6e6-b8e1-4714-a6e2-dadb33ed0395","2026-08-30T20:04:54.821Z","api://AAD Request Verification Service - PROD-Ext-a552a6e6"
"Microsoft.EventHubs-Ext","f8806d2e-9452-4c04-bcad-87cbb0afd7af","2026-08-30T20:04:54.858Z","api://Microsoft.EventHubs-Ext-f8806d2e"
"Enterprise File Sync Service-Ext","26218ee6-36d7-44a0-999c-acd0729603ea","2026-08-30T20:04:54.971Z","api://Enterprise File Sync Service-Ext-26218ee6"
"Arc Public Cloud - Servers-Ext","92fabe5d-9fc9-4846-bb82-e0249735725a","2026-08-30T20:04:55.000Z","api://Arc Public Cloud - Servers-Ext-92fabe5d"
"Verifiable Credentials Service Admin-Ext","43d9703d-a9c3-4a80-99c4-c8b3a4bc6f57","2026-08-30T20:04:55.068Z","api://Verifiable Credentials Service Admin-Ext-43d9703d"
"Azure AD Notification-Ext","0b38115f-fd2f-4bbe-b421-3c7214546007","2026-08-30T20:04:55.100Z","api://Azure AD Notification-Ext-0b38115f"
